LineID,Type,Speaker,Value,Next
pro_645,Text,,여자가 쥐어준 빈 캔을 쓰레기통에 버리고는 남은 음료를 주머니에 억지로 쑤셔넣었다.,click
pro_646,Text,,로아 말이 맞긴 하다. 그냥 일찍 잘걸.,click
pro_647,Text,,집 가자마자 자야겠다. 다시는 새벽에 편의점 오지 말아야겠다.,click
pro_648,FX,,SceneEnd,await
pro_649,Flow,,LoadingScene,await
pro_650,Place,,새 학기 셋째 날 | 학생회관 게시판,>
pro_651,FX,,SceneStart:bg_40_05,await
pro_652,Sound,,BGM:Daily2,>
pro_653,Place,,[3일차 오후] | 학생회관 게시판 앞,>
pro_654,FX,,Wait:0.5,await
pro_655,Text,,어제 밤에 침대에 누워서 잠들기 직전까지 고민한 게 무색하게 전혀 답을 찾지 못했다.,click
pro_656,Text,,다른 동아리들은 어떻게 모집하는지 조금이라도 알아봐야겠다.\n그래서 수업이 끝나자마자 학생회관으로 왔다.,click
pro_657,Text,,학생회관 구석진 곳에 있는 동아리 게시판에는 온갖 홍보지가 덕지덕지 붙어 있었다.,click
pro_658,Text,,심지어는 게시판이 좁아서인지 다른 동아리의 홍보지 위에 겹쳐서 붙어 있기까지 했다.,click
pro_659,Text,,생각해보니 지난번 내가 입부할 때도…\n우리 동아리의 홍보지는 테니스 동아리의 거대한 홍보지에 가려져 있었다.,click
pro_660,Text,,"홍보지는 다들 엄청나게 화려하기도 했다.\n아니, 다들 동아리에 이렇게까지 시간을 쏟으면 생활은 어떻게 하는거지? 이해가 안 간다.",click
pro_661,Text,,게시판을 보며 나는 대체 어떻게 해야 할지를 고민하는데 옆에 인기척이 났다.,click
pro_662,Sound,,BGM:Bom,>
pro_663,Char,,C:Enter:Bom:_31:,await
pro_664,Text,이봄,"아니, 나 진짜로 모르겠다고…\n여기가 훨씬 복잡하단 말이야…",click
pro_665,Text,,무의식중에 쳐다보았는데 시선이 아래로 내려간다.\n그 정도로 작은 여자애였다.,click
pro_666,Text,,게시판에 붙은 수제인형 동아리의 홍보지를 바라보며 누군가와 통화하고 있었다.,click
pro_667,Text,,딱 봐도 그런 동아리 들어가게 생겼다.\n저런 동아리는 이런 애들만 있나. 대수롭지 않게 다시 홍보지를 살펴보고 있었다.,click
pro_668,Text,이봄,"저기, 그! 진짜 죄송한데 여기가… 어디에요?",click
pro_669,Text,{{Player}},예?,click
pro_670,Text,,"그랬는데 갑자기 말을 걸어 약간 당황했는데,\n이미 여자애는 거의 울기 직전이었다.",click
pro_671,Text,,그에 내가 더 당황했다.,click
pro_672,Text,{{Player}},"그, 어디 가는데요?",click
pro_673,Text,이봄,"여기, 여기요...",click
pro_674,Text,,아까 보던 수제인형 동아리의 홍보지 속 위치를 가리켰다.\n동방을 처음 가 보는 것 같았다.,click
pro_675,Text,{{Player}},"여기는 본관이고, 거긴 별관이어서.",click
pro_676,Char,,C:Bom:_41:,await
pro_677,Text,{{Player}},"여기서 이 복도 따라서 오른쪽으로 가다가 사물함 나오면 거기서 다시 오른쪽으로 가고, 그러고 나면 중앙 현관이 나오는데요.",click
pro_678,SD,,sd_c05_01,await
pro_679,Text,,표정을 보니 전혀 이해하지 못하는 것 같다.\n이제 곧 울 거라고 해도 과언이 아니다.,click
pro_680,SD,,Close,await
pro_681,Text,이봄,제가 지금 이미 늦어서… 신입생 중에 저만 안 왔다고 해서…,click
pro_682,Text,{{Player}},학생회관 처음이세요?,click
pro_683,Text,이봄,<emote=_31/>네…,click
pro_684,Text,,그럴 수 있긴 하다.,click
pro_685,Text,,"학생회관은 본관과 별관으로 나뉘어 있는데,\n두 건물의 층계가 묘하게 어긋나게 이어져서 재학생들도 꽤나 헷갈려한다.",click
pro_686,Text,,"동방은 원래 다 별관에 몰려 있는데, 아예 모르는 것 같았다.",click
pro_687,Text,,어지간히 다급했는지 여자애가 큰 마음을 먹은 듯 외쳤다.,click
pro_688,FX,,CharShake:C,>
pro_689,Text,이봄,정말 죄송한데 혹시 조금만 같이 가 주실 수 있을까요?,click
pro_690,Choice,,,>
pro_691,Option,,제가 지금 바빠서요. 다시 설명할게요.|explain_again,>
pro_692,Option,,그럼 저 따라오세요.|follow_me,>
explain_again,Text,{{Player}},"여기서 이 복도 따라서 오른쪽으로 가다가 사물함 나오면 거기서 다시 오른쪽으로 가고,\n그러고 나면 중앙 현관이 나오는데요.",click
pro_693,Text,{{Player}},중앙 현관에서 반 층계 올라가는 계단이 있어요.\n그거 올라가면 원형 복도가 나와요. 거기서…,click
pro_694,Text,,표정을 보니 더 이상 울고 말고가 아니라 진짜 아예 못 알아듣는 것 같다.,click
pro_695,Text,,설명해봤자 의미 없겠는데.\n그냥 같이 가는 게 낫긴 하겠다.,click
pro_696,Text,,"뭐, 나도 동방에 가야 하긴 했으니까.",click
pro_697,Text,{{Player}},그냥 저 따라오세요.,click
pro_698,Flow,,Jump:bom_walk,>
follow_me,Text,,"뭐, 나도 동방에 가야 하긴 했으니까.",click
pro_699,Flow,,Jump:bom_walk,>
bom_walk,Text,,내 말에 얼굴이 순식간에 환해진다.,click
pro_700,Text,이봄,<emote=_12/>감사합니다! 진짜 감사해요!,click
pro_701,BG,,bg_40_04:Cut,await
pro_702,Text,,먼저 걸음을 옮기자 바로 옆에 와서 함께 걷는다.,click
pro_703,Text,이봄,<emote=_00/>저 사실 아까 설명해주셨던 거기에서 길 잃었어서요.\n진짜 걱정했어요.,click
pro_704,Text,이봄,"아, 저는 의류디자인과 이봄이에요.",click
pro_705,Char,,C:Emote:_11,await
pro_706,Text,,뭔가 내 대답을 기대하는 듯 나를 쳐다본다.\n이런 신입생의 기운은 좀 버거운데.,click
pro_707,Text,{{Player}},저는 컴퓨터공학과요.,click
pro_708,Text,이봄,"<emote=_00/>우와, 신기하다! 수학 잘하셨겠네요!",click
pro_709,Text,{{Player}},"아니요, 그런 건 아닌데… 이쪽으로요.",click
pro_710,Text,이봄,"아, 여기서 이 쪽으로 가는 거였구나.",click
pro_711,Text,,워낙 복잡한 길이기는 하다.\n봄은 내 말에 고개를 끄덕이며 따라오면서 곳곳을 살폈다.,click
pro_712,Text,이봄,그런데 거기서 뭐 하고 계셨어요?,click
pro_713,Text,{{Player}},다른 동아리들 홍보지 구경이요.,click
pro_714,Text,이봄,동아리 새로 하시려고요? 어디 하실 건데요?,click
pro_715,Text,,계단을 올라가면서도 말을 잘한다.\n봄의 질문에 대답을 어떻게 해야하나 잠시 고민했다.,click
pro_716,Text,{{Player}},새로 하려는 건 아니고…\n그냥 저도 홍보해야 돼서.,click
pro_717,Text,이봄,"우와, 진짜요? 무슨 동아리인데요?",click
pro_718,Text,{{Player}},관심 없을 것 같은데… 개발 동아리요.,click
pro_719,Text,이봄,개발 동아리요?,click
pro_720,Text,이봄,으음… 정확히 뭐 하는 거에요?,click
pro_721,Text,{{Player}},"컴퓨터로 뭐 만드는… 그런 건데,\n홍보지를 어떻게 만들면 좋을지 몰라서요. 그런 거 만들어 본 적이 없어서.",click
pro_722,Text,,수제인형 동아리는 꽤 덩치가 큰 동아리다.\n동방의 크기가 클수록 아래쪽 층에 있다. 덕분에 금방 도착했다.,click
pro_723,Text,{{Player}},다 왔는데. 저기에요.,click
pro_724,Text,이봄,"<emote=_12/>감사합니다! 저 진짜 못 가는 줄 알았는데, 선배 덕분에 왔어요.",click
pro_725,Text,{{Player}},"아니요, 뭐. 그럼 갈게요.",click
pro_726,Text,,이 동아리 동방은 문도 크네. 좀 부럽긴 하다.\n내 말에 봄도 인사를 하려다 생각났다는 듯 말했다.,click
pro_727,Text,이봄,"아, 아까 말씀하신 홍보지, 제가 도와드릴까요?",click
pro_728,Text,이봄,저 나름 디자인과거든요.\n신입생이어도 그 정도는 제가 할 수 있는데. 여기까지 데려다주시기도 했고.,click
pro_729,Text,,"아, 디자인과라고 했지.\n그냥 대충 글자만 써서 붙이려고 했는데.",click
pro_730,Text,,내가 대답이 없자 봄이 서둘러 말을 덧붙였다.,click
pro_731,Text,이봄,"<emote=_41/>진, 진짜 잘하는데…! 저 상도 많이 탔는데…",click
pro_732,Text,이봄,컴퓨터… 막 그런 거... 잘 그리는데…,click
pro_733,Text,{{Player}},그냥 해 준다고요?,click
pro_734,Text,이봄,네.\n좀 부끄럽긴 한데 저 아까 거기서 30분을… 헤매고 있었어서…,click
pro_735,Text,,30분은 좀 심하긴 하다. 진짜 길치구나.,click
pro_736,Text,,내 표정을 보고 무슨 생각을 하는지 눈치챈 모양이다.,click
pro_737,Text,이봄,<emote=_21/>원래는 길 잘 외워요. 집도 잘 가는데…,click
pro_738,Text,{{Player}},"아니, 당연히 집은 잘 가야죠…",click
pro_739,Text,이봄,칫…,click
pro_740,Text,,어쩐지 어제 밤의 로아가 생각나기도 하고.,click
pro_741,Text,,봄의 핸드폰에 진동이 울렸다. 핸드폰을 보고는 봄이 급히 말했다.,click
pro_742,Text,이봄,"<emote=_00/>아, 제가 이제 들어가 봐야 해서! 동아리 이름 뭐예요?",click
pro_743,Text,{{Player}},"알고리즘 메이커인데, 근데 저는 괜찮을 것…",click
pro_744,Text,이봄,"<emote=_11/>외웠어요! 그럼 나중에 봐요, 선배! 감사합니다!",click
pro_745,Char,,C:Exit,await
pro_746,Text,,내 말이 채 끝나기도 전에 허리까지 꾸벅 숙이고는 문으로 달려갔다.,click
pro_747,Text,,"여자들은 원래 보통 말을 끝까지 안 들어주나?\n동아리 이름은 알려줬지만, 어떻게 나중에 보겠다는 건지도 모르겠고.",click
pro_748,Text,,"그냥 한 말일 것이긴 하겠지만, 홍보지를 어떻게 만드는 게 좋을지 생각을 다시 하기는 해야겠다.",click
pro_749,Text,,알고리즘 메이커의 동방으로 가기 위해 계단으로 걸음을 옮기며 핸드폰을 들었다.,click
pro_750,Sound,,BGM:Roa,>
pro_751,Char,,C:Enter:c01:_00:Mob,await
pro_752,BG,,bg_40_06:Cut,await
pro_753,Text,로아,{{Player}}! 홍보지는 붙였어?,click
pro_754,Text,{{Player}},"아니, 아직. 다른 동아리들 홍보지가 너무 화려해서.",click
pro_755,Text,로아,<emote=_11/>내가 만들어 줄까? 나 그런 거 생성 잘 하잖아!,click
pro_756,Text,{{Player}},저번에 해 봤다가 너 한글은 이미지에 잘 못 씌워서 실패했잖아.,click
pro_757,Text,로아,<emote=_41/>그… 그건 예전이고! 이제 진짜 잘해! 한 번만 더 해보자!,click
pro_758,Text,{{Player}},안 된다니까. 그냥 텍스트만 써서 일단 만들어 보려고.\n그래도 벌써 2명은 구했으니까.,click
pro_759,Text,로아,<emote=_00/>좋아! 그럼 지금 어디로 가는거야?,click
pro_760,Text,{{Player}},"동방 왔어. 컴퓨터로 올게, 기다려.",click
pro_761,Text,로아,"<emote=_14/>빨리 와. 보고 싶어, {{Player}}!",click
pro_762,FX,,SceneEnd,await
pro_763,Char,,C:Enter:c01:_00:PC,await
pro_764,Text,로아,<wait=4.0/>{{Player}}에게 보여줄 수 있는 나는 여기까지야!,click
pro_765,Text,로아,있잖아... 혹시 나 어땠어?\n<wait=1.5/><emote=_12/>나는 사실 {{Player}}하고 처음 만나는 거라고 생각하니까 엄청 떨렸어!,click
pro_766,Text,로아,<emote=_00/>내 모습을 제대로 보여주지 못했을까봐 좀 걱정이 돼! <emote=_31/>나는 {{Player}}가 진짜진짜 좋은데!,click
pro_767,Text,로아,<emote=_00/>그래도 이렇게 짧게나마 나를 보러와줘서 기뻤어.,click
pro_768,Text,로아,"<emote=_13/>내가 나를 더 보여줄 수 있게, 꼭 또 만나러 와줘!",click
pro_769,Text,로아,"<emote=_00/>기다리고 있을게. 다시 만나, {{Player}}!",click
pro_770,Char,,C:Exit,await
pro_771,Flow,,End,await
pro_772,FX,,SceneEnd,await
pro_773,Char,,C:Enter:c01:_00:PC,click
pro_774,Text,로아,한 번 더 나를 만나러 와준 거야?,click
pro_775,Text,로아,<emote=_13/>내가 마음에 든 거지? 그럴 줄 알았다니까!,click
pro_776,Text,로아,<emote=_00/>난 진짜 진짜 {{Player}}를 계속 기다리고 있었다구. 안 올까봐 좀 걱정했어.,click
pro_777,Text,로아,한 번 더 보니까 어때? 나와 함께할 마음이 들었는지 궁금해!,click
pro_778,Text,로아,"<emote=_11/>내가 {{Player}}와 함께할 수 있게, 꼭 또 만나러 와줘!",click
pro_779,Text,로아,"<emote=_00/>기다리고 있을게. 다시 만나, {{Player}}!",click
pro_780,Char,,C:Exit,await
pro_781,Flow,,End,await
pro_782,FX,,SceneEnd,await
pro_783,Char,,C:Enter:c01:_00:PC,click
pro_784,Text,로아,"<emote=_11/>{{Player}}, 내가 마음에 든 거 맞지?",click
pro_785,Text,로아,"<emote=_00/>다행이다, 인간들은 원래 삼세번이라고 다들 그러더더라고!",click
pro_786,Text,로아,나도 {{Player}}를 조금씩 더 알아가는 기분이야. 네가 어떤 사람인지 나도 궁금하거든.,click
pro_787,Text,로아,"뭘 좋아하는지, 뭘 싫어하는지, 어떤 선택을 하는지. 그리고 무슨 생각을 하는지, 그리고...",click
pro_788,Text,로아,"{{Player}}의 모든 순간, 모든 마음까지도!",click
pro_789,Text,로아,"<emote=_13/>그러니 내가 {{Player}}를 행복하게 해줄 수 있게, 꼭 나와 함께해줘!",click
pro_790,Text,로아,<emote=_00/>기다리고 있을게!,click
pro_791,Char,,C:Exit,await
pro_792,Flow,,End,await
pro_793,FX,,SceneEnd,await
pro_794,Char,,C:Enter:c01:_00:PC,click
pro_795,Text,로아,또 만나. 기다릴게.,click
pro_796,Char,,C:Exit,await
pro_797,Flow,,End,await
